Posição,Nome Competidor,ID Competidor,Nacionalidade,1Q,2Q,3Q,4Q,5Q,6Q,7Q,8Q,9Q,10Q,11Q,12Q,13Q,14Q,15Q,16Q,MRQ,OVERQ,16 MRQ,"a. 1
1Q","a. 2
1Q","a. 3
1Q","a. 4
1Q","a. 5
1Q","a. 6
1Q","a. 7
1Q","a. 8
1Q","a. 9
1Q","a.10
1Q","11 M*
2Q","11 MR
2Q",Total,Nett
61,NAUMENKO SOFIIA,3622,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48.0,49.0,52.0,(62.0),61.0,62.0,45.0,57.0,61.0,61.0,-,-,558,496
61,CONRADI TIM,947,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40.0,16.0,20.0,20.0,18.0,26.0,13.0,26.0,22.0,-,-,-,201,161
61,ANDREA STRAGIOTTI GIAN,234,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61.0,-,-,-,-,-,-,-,-,-,-,-,-,-,61,61
61,"LEHMANN, NICLAS / HABERL, NIKLAS",2734,,(32.0),32.0,32.0,23.0,29.0,31.0,32.0,32.0,32.0,18.0,32.0,32.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,357,325
62,ANIL GARNIER,284,FRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62.0,-,-,-,-,-,-,-,-,-,-,-,-,-,62,62
62,ANDERSON RYAN,222,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19.0,22.0,15.0,24.0,35.0,33.0,33.0,14.0,4.0,-,-,-,199,164
62,RAAMAT ELIISE,4083,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.0,(61.0),53.0,61.0,38.0,59.0,55.0,60.0,59.0,59.0,-,-,565,504
63,WALKENBACH PHILIP,5081,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34.0,25.0,9.0,17.0,26.0,8.0,39.0,27.0,18.0,-,-,-,203,164
63,TITOUAN CHINOT,4835,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63.0,-,-,-,-,-,-,-,-,-,-,-,-,-,63,63
63,NORSELL MICHALA,3764,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.0,(66.0),66.0,66.0,66.0,66.0,66.0,66.0,42.0,66.0,-,-,600,534
64,VIDAL AGUSTIN,5036,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.0,26.0,23.0,21.0,25.0,22.0,17.0,20.0,21.0,-,-,-,190,164
64,SOMSAK PROMWAEN,4538,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64.0,-,-,-,-,-,-,-,-,-,-,-,-,-,64,64
64,VEERAVAMSHAM VAISHNAVI,5002,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(66.0),66.0,56.0,63.0,63.0,60.0,56.0,66.0,60.0,60.0,-,-,616,550
65,MARCIN KROCZAK,3079,SUI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65.0,-,-,-,-,-,-,-,-,-,-,-,-,-,65,65
65,BARRETO LEOPOLDO,454,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.0,19.0,15.0,13.0,34.0,34.0,28.0,25.0,20.0,-,-,-,199,165
65,VLACHOU MARIA,5062,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(66.0),66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,-,-,660,594
66,JUHASZ JAMES,2374,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.0,36.0,27.0,35.0,28.0,7.0,26.0,10.0,10.0,-,-,-,202,166
66,ANDRI OLSSON,266,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66.0,-,-,-,-,-,-,-,-,-,-,-,-,-,66,66
67,TEPLY ONDREJ,4715,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26.0,21.0,35.0,7.0,30.0,20.0,25.0,37.0,5.0,-,-,-,206,169
67,OSCAR BARBERA FERRAGUD,3833,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,67.0,-,-,-,-,-,-,-,-,-,-,-,-,-,67,67
68,GASPIC BRUNO,1616,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27.0,27.0,21.0,28.0,23.0,27.0,31.0,17.0,2.0,-,-,-,203,172
68,DANIEL SELF,1030,AUS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,68.0,-,-,-,-,-,-,-,-,-,-,-,-,-,68,68
69,KOWALSKI ALEXANDRE,2620,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18.0,23.0,23.0,22.0,23.0,29.0,32.0,3.0,39.0,-,-,-,212,173
70,BARTH JUSTIN,464,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.0,9.0,29.0,26.0,21.0,24.0,16.0,13.0,35.0,-,-,-,210,173
71,LOURENCO MATEUS,2888,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27.0,18.0,19.0,35.0,17.0,38.0,22.0,22.0,13.0,-,-,-,211,173
72,BEZY NICHOLAS,558,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.0,22.0,18.0,34.0,31.0,26.0,24.0,12.0,29.0,-,-,-,211,177
73,KLASEN LINUS,2591,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21.0,22.0,32.0,24.0,30.0,14.0,20.0,36.0,14.0,-,-,-,213,177
74,KRASODOMSKI MICHAL,2625,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24.0,17.0,19.0,22.0,25.0,18.0,40.0,35.0,23.0,-,-,-,223,183
75,WHITELEY DANIEL,5121,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18.0,21.0,15.0,7.0,8.0,28.0,44.0,44.0,44.0,-,-,-,229,185
76,TAPPER ALEKSI,4691,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24.0,17.0,16.0,18.0,36.0,32.0,21.0,32.0,28.0,-,-,-,224,188
77,PUNJAMALA CHUSITT,4076,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31.0,20.0,39.0,29.0,11.0,23.0,8.0,30.0,37.0,-,-,-,228,189
78,PAULON MATTEO,3927,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.0,28.0,26.0,20.0,29.0,30.0,29.0,16.0,31.0,-,-,-,221,190
79,CHEVRIER LUC,847,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.0,31.0,35.0,32.0,30.0,13.0,11.0,33.0,34.0,-,-,-,231,196
80,ELLIOTT-SHIRCORE STEFAN,1269,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32.0,30.0,19.0,27.0,22.0,19.0,41.0,23.0,26.0,-,-,-,239,198
81,SEGAWA KAZUMASA,4427,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26.0,21.0,24.0,22.0,27.0,28.0,35.0,39.0,19.0,-,-,-,241,202
82,WACHHOLZ FORREST,5077,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.0,29.0,16.0,16.0,36.0,34.0,36.0,24.0,32.0,-,-,-,239,203
83,COMPTON MICHAEL,938,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27.0,30.0,36.0,37.0,14.0,17.0,23.0,29.0,33.0,-,-,-,246,209
84,CARDOZO JUAN PABLO,722,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.0,16.0,13.0,24.0,44.0,25.0,38.0,40.0,27.0,-,-,-,255,211
85,MUSONE GIACOMO,3580,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.0,20.0,12.0,15.0,37.0,40.0,27.0,41.0,44.0,-,-,-,266,222
86,MUNOS ANTONY,3572,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24.0,15.0,37.0,39.0,34.0,14.0,44.0,44.0,44.0,-,-,-,295,251
87,FARREN-PRICE JACOB,1414,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.0,35.0,37.0,31.0,22.0,11.0,3.0,4.0,4.0,-,-,-,176,139
88,TSARAMYRSIS PATROKLOS-T,4914,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20.0,41.0,28.0,29.0,27.0,31.0,12.0,6.0,3.0,-,-,-,197,156
89,JANAHI ABDULLA,2127,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38.0,31.0,34.0,17.0,33.0,25.0,5.0,14.0,2.0,-,-,-,199,161
90,DEEGAN LUKE,1077,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35.0,17.0,31.0,25.0,33.0,21.0,4.0,21.0,10.0,-,-,-,197,162
91,HALOUZKA JAKUB,1776,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33.0,33.0,27.0,30.0,25.0,30.0,18.0,8.0,1.0,-,-,-,205,172
92,MALINOWSKI PIOTR,3036,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35.0,40.0,26.0,37.0,28.0,14.0,11.0,11.0,14.0,-,-,-,216,176
93,MORVAN PAUL,3564,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.0,25.0,29.0,39.0,23.0,37.0,9.0,12.0,6.0,-,-,-,217,178
94,FREDERIKSEN KENNETH,1563,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34.0,30.0,33.0,21.0,27.0,22.0,16.0,23.0,8.0,-,-,-,214,180
95,PATTON CAMPBELL,3903,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22.0,39.0,24.0,33.0,28.0,25.0,15.0,15.0,20.0,-,-,-,221,182
96,CASHMORE LUKE,775,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35.0,26.0,28.0,41.0,9.0,29.0,2.0,18.0,44.0,-,-,-,232,188
97,KOWALSKI MARTIN,2622,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36.0,24.0,30.0,30.0,22.0,32.0,27.0,16.0,7.0,-,-,-,224,188
98,PEYRE THEO,3987,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22.0,38.0,35.0,29.0,32.0,27.0,14.0,1.0,29.0,-,-,-,227,189
99,PAJARSKAS MARTIS,3861,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.0,32.0,24.0,25.0,24.0,36.0,7.0,44.0,12.0,-,-,-,233,189
100,PERCIVAL-COOKE JAMES,3957,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44.0,26.0,22.0,27.0,31.0,20.0,1.0,44.0,19.0,-,-,-,234,190
101,BORCH NIKOLAJ,618,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32.0,27.0,25.0,26.0,36.0,35.0,19.0,9.0,24.0,-,-,-,233,197
102,OREL LIAM,3829,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31.0,34.0,17.0,34.0,34.0,44.0,24.0,20.0,13.0,-,-,-,251,207
103,BRUCE LIAM,668,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34.0,31.0,36.0,34.0,29.0,33.0,8.0,10.0,30.0,-,-,-,245,209
104,FLACHON THOMAS,1486,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33.0,29.0,34.0,31.0,37.0,35.0,17.0,3.0,28.0,-,-,-,247,210
105,STRELCIUNAS VEJAS,4626,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.0,29.0,28.0,36.0,44.0,44.0,20.0,5.0,18.0,-,-,-,254,210
106,GUILMIN ANTON,1751,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18.0,34.0,31.0,37.0,26.0,33.0,28.0,7.0,33.0,-,-,-,247,210
107,VAN AANHOLT JUST,4977,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33.0,32.0,38.0,28.0,44.0,27.0,6.0,44.0,5.0,-,-,-,257,213
108,VALENTINO LUCA,4968,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.0,44.0,25.0,35.0,38.0,31.0,13.0,17.0,26.0,-,-,-,258,214
109,FLOWER BEN,1505,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20.0,32.0,16.0,44.0,31.0,36.0,10.0,44.0,27.0,-,-,-,260,216
110,WESSELY MALO,5112,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36.0,33.0,40.0,32.0,32.0,38.0,21.0,2.0,31.0,-,-,-,265,225
111,GITESH NAIN,1685,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,39.0,35.0,32.0,33.0,33.0,32.0,22.0,25.0,21.0,-,-,-,272,233
112,BADAWY ALY,432,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40.0,37.0,39.0,38.0,38.0,30.0,23.0,26.0,11.0,-,-,-,282,242
113,LIBRI EDOARDO,2791,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25.0,37.0,34.0,36.0,37.0,37.0,26.0,13.0,44.0,-,-,-,289,245
114,CLOOS ANDRES,924,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.0,36.0,38.0,23.0,39.0,37.0,25.0,24.0,37.0,-,-,-,287,248
115,CVINAR ALEC,992,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.0,25.0,31.0,36.0,41.0,35.0,35.0,31.0,25.0,-,-,-,289,248
116,MALDONADO MATEO,3030,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.0,35.0,33.0,39.0,35.0,36.0,30.0,27.0,16.0,-,-,-,288,249
117,KUEBBER CLEMENS,2643,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36.0,39.0,40.0,38.0,40.0,42.0,31.0,19.0,17.0,-,-,-,302,260
118,DAHLBERG OTTO,1003,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26.0,38.0,33.0,33.0,32.0,29.0,44.0,32.0,44.0,-,-,-,311,267
119,ELLIOTT IAN,1264,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38.0,40.0,38.0,40.0,39.0,34.0,36.0,30.0,15.0,-,-,-,310,270
120,LINDSTROM THOMAS,2825,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43.0,43.0,41.0,41.0,40.0,44.0,33.0,29.0,9.0,-,-,-,323,279
121,CHARLAND FRANCIS,815,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40.0,41.0,41.0,40.0,38.0,41.0,34.0,22.0,23.0,-,-,-,320,279
122,PICARD STANISLAS,4016,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41.0,39.0,39.0,41.0,40.0,41.0,37.0,28.0,22.0,-,-,-,328,287
123,HOPKINS JACK,1916,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,39.0,33.0,37.0,40.0,35.0,31.0,44.0,44.0,32.0,-,-,-,335,291
124,HIGGINS JOSHUA,1896,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,39.0,38.0,44.0,44.0,39.0,38.0,29.0,44.0,36.0,-,-,-,351,307
125,LEJBOLLE JAKOB,2736,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.0,42.0,42.0,42.0,41.0,40.0,32.0,34.0,34.0,-,-,-,349,307
126,DINEL KOFI,1135,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.0,43.0,44.0,42.0,41.0,39.0,38.0,33.0,35.0,-,-,-,357,313
127,KARK WILHELM,2481,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44.0,44.0,44.0,38.0,29.0,39.0,44.0,44.0,44.0,-,-,-,370,326
128,BOUHAMED LORANDEL ARF,636,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41.0,42.0,40.0,42.0,42.0,39.0,44.0,44.0,44.0,-,-,-,378,334
129,KRABBE-CHRISTENSEN AN,2623,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,-,-,-,396,352
